,Site,Stand,Plot,Species,TagID,Treatment.x,Age,Subplot.x,previous.tags,DBH2008,DBH2009,DBH2010,DBH2011,DBH2015,DBH2019,DBH2023,X,liveBA11,liveBA15,liveBA19,liveBA23,X.1,BA2011,BA2015,BA2019,BA2023,X.2,chgBA11_15,chgBA15_19,chgBA19_23,X.3,RBAIyr11_15,RBAIyr15_19,RBAIyr19_23,X.4,deadyr,dead2008.2010,dead2011,dead2015,dead2019,dead2023,notes2008.10,notes2011,notes2015,notes2019,notes2023,X.5,ingrowthyear,ingrowth5x5,Ntrt,Ptrt,plotID.x,Age3,RBAI,Order_Processed,Date_Collected,Stand_Age,Growth_Stage,Treatment.y,Ntrt.y,Ptrt.y,Catrt,Tree_Number,Subplot.y,Shots,Canopy_Locations,Field_Notes,Number_of_Leaves,Total_Fresh_Mass,Total_Leaf_Area,Leaf_Area_for_SLA,Oven_Dry_Mass_with_Bag,Oven_Dry_Bag_Weight,Total_Oven_Dry_Mass,Dry_Mass_Per_Leaf,Leaf_Area,SLA_cm2_g,SLA_m2kg,LDMC_g_g,LDMC,Lab_Notes,Caution,Date.Processed,d15N,d13C,N,propC,CN,Ca,Fe,K,Mg,Mn,P.214,P.178,S,Sr,Zn,Stomatal_Density,Extra_Notes,Former_TagID,Species_ID,Age2,ID,treeID,plotID.y,P178ln,Parea,Narea
29,BEF,C1,3,YB,8354,Control,Mid,B2,,NA,NA,NA,NA,NA,9.7,10.65,NA,0,0,73.9,89.1,NA,0,0,73.9,89.1,NA,#DIV/0!,#DIV/0!,0.205468169,NA,NA,,0.047825436,NA,NA,,,,,,,,,new addition,,,2019,out,0,0,C1_3,Mid,NA,462,8/1/2022,Young,Third,Control,0,0,0,3,?,4,2,,5,3.92,282.658,280.669,NA,NA,1.62,0.32,56.53,173.25,17.33,0.41,413.27,"holes, lots of insect damage, brown spots",y,8/4/2022,missing,-29.22155346,26.24668552,0.486909027,18.55125772,9.766715854,0.115091923,8.944003995,1.934668983,2.991991963,1.454311346,1.44746537,1.461414303,0.021620328,0.242706533,214,Partial Run; Originally listed as 354 but most likely 8354,,BEAL2,Mid,C1_3_Control_YB_5_8354,C1_3_YB_8354,C1_3,0.369814006,0.083547785,1.514960203
30,BEF,C1,4,BE,31,NP,Mid,B2,,NA,NA,NA,NA,NA,11.1,12.9,NA,0,0,96.8,130.7,NA,0,0,96.8,130.7,NA,#DIV/0!,#DIV/0!,0.350620891,NA,NA,,0.078036253,NA,NA,,,,,,,,,new addition,,,2019,out,1,1,C1_4,Mid,NA,463,8/1/2022,Young,Third,NP,1,1,0,1,B2,3,2,,4,2.6,256.96,256.896,NA,NA,1.2,0.3,64.24,214.08,21.41,0.46,461.54,"all leaves damaged. Chosen leaves have brown spots, tiny insect dots, tiny holes",,8/4/2022,-0.848612381,-29.22891925,18.51640156,0.488345637,26.37367933,3.77164803,0.04594176,6.7812941,0.956561179,0.56124853,1.2784866,1.284596332,1.11379843,0.005074335,0.021094896,NA,,,FAGR,Mid,C1_4_NP_BE_4_31,C1_4_BE_31,C1_4,0.25044453,0.060005434,0.864929071
31,BEF,C1,4,BE,757,NP,Mid,B1,,NA,5.9,NA,6.1,7.1,7.8,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,,,,NA,NA,,NA,NA,NA,,,,,,tagged despite size class because it was shot in 2009,small but tagged for repeated foliage sampling.  Leave tag in place,"Foliage sampling tree, do not include in >10 for analysis",,,,NA,,1,1,C1_4,Mid,NA,465,8/1/2022,Young,Third,NP,1,1,0,3,B1,3,2,,7,3.54,396.063,396.042,NA,NA,1.68,0.24,56.58,235.74,23.57,0.47,474.58,,,8/4/2022,-0.886925185,-30.10377121,27.90992115,0.48518681,17.38402653,9.389120601,0.058713597,7.734160932,1.236021407,1.862439963,1.633776496,1.691976418,1.730597527,0.011292604,0.023677621,NA,,,FAGR,Mid,C1_4_NP_BE_7_757,C1_4_BE_757,C1_4,0.525897324,0.071772988,1.183928105
32,BEF,C1,4,BE,761,NP,Mid,B2,,NA,NA,NA,NA,NA,9.3,11.2,NA,0,0,0,98.5,NA,0,0,NA,98.5,NA,#DIV/0!,#DIV/0!,#DIV/0!,NA,NA,,NA,NA,NA,,,,,,,,,"tagged in 2019, diam from 2to10, dowel doesn't match paint. ",new add; inside 5x5 ( DBH at paint = 11.4),,2023,in,1,1,C1_4,Mid,NA,464,8/1/2022,Young,Third,NP,1,1,0,2,?,3,2,not in 2019 inventory,6,3.31,282.555,282.555,NA,NA,1.57,0.26,47.09,179.97,18,0.47,474.32,tiny brown spots,,8/4/2022,-0.501750617,-30.2608008,27.38000668,0.492364401,17.98262531,6.393348218,0.060530654,6.608266722,1.196099123,1.536096615,1.389420001,1.403157112,1.597428238,0.009276822,0.024146381,NA,,,FAGR,Mid,C1_4_NP_BE_6_761,C1_4_BE_761,C1_4,0.338724778,0.077966167,1.521365043
33,BEF,C1,4,PC,1518,NP,Mid,C1,,NA,NA,NA,NA,12.3,15,15.9,NA,0,118.8,176.7,198.6,NA,0,118.8,176.7,198.6,NA,#DIV/0!,0.487209994,0.1236,NA,NA,0.104315261,0.029563014,NA,NA,,,,,,,,new add; outside,,,,2015,out,1,1,C1_4,Mid,NA,468,8/1/2022,Young,Third,NP,1,1,0,3,C1,NA,2,,14,2.23,179.98,179.807,NA,NA,0.82,0.06,12.86,219.28,21.93,0.37,367.71,"tiny brown spots, tiny holes, insect damage",,8/4/2022,-1.690648306,-26.4286221,31.31247682,0.493807252,15.77030315,7.093798472,0.054537949,12.64302534,2.364667525,0.258710247,2.287023343,2.326216747,1.300008101,0.014132133,0.017648944,NA,,,PRPE2,Mid,C1_4_NP_PC_14_1518,C1_4_PC_1518,C1_4,0.844243234,0.10608431,1.42796775
34,BEF,C1,4,PC,2474,NP,Mid,C3,,NA,NA,NA,NA,NA,10.8,12.3,NA,0,0,91.6,118.8,NA,0,0,91.6,118.8,NA,#DIV/0!,#DIV/0!,0.297067901,NA,NA,,0.067187373,NA,NA,,,,,,,,,new addition,,,2019,out,1,1,C1_4,Mid,NA,466,8/1/2022,Young,Third,NP,1,1,0,1,?,3,2,,11,2.79,206.582,206.068,NA,NA,1.03,0.09,18.78,200.07,20.01,0.37,369.18,"tiny brown spots, tiny holes, insect damage",,8/4/2022,-0.948650229,-26.55715201,32.24880665,0.492515946,15.27237742,7.091076646,0.050866143,13.71896763,1.716110412,0.113857258,2.148084383,2.203367972,1.447373878,0.014911437,0.019152364,NA,Originally listed asa 2471 but most likely 2474,,PRPE2,Mid,C1_4_NP_PC_11_2474,C1_4_PC_2474,C1_4,0.789987086,0.110129853,1.611876176
35,BEF,C1,4,PC,994,NP,Mid,C2,,NA,NA,NA,NA,NA,10.8,12.9,NA,0,0,91.6,130.7,NA,0,0,91.6,130.7,NA,#DIV/0!,#DIV/0!,0.426697531,NA,NA,,0.092906421,NA,NA,,,,,,,,,new addition,connected to 1016,,2019,out,1,1,C1_4,Mid,NA,467,8/1/2022,Young,Third,NP,1,1,0,2,C2,3,2,,25,5.87,417.168,417.168,NA,NA,2.34,0.09,16.69,178.28,17.83,0.4,398.64,"tiny brown spots, tiny holes, insect damage",,8/4/2022,-1.280213945,-25.32658831,31.85034964,0.501282583,15.73868383,6.432638847,0.053934255,12.70717712,2.194544263,0.078403272,2.566491273,2.60582565,1.519689511,0.012547812,0.018901244,NA,,,PRPE2,Mid,C1_4_NP_PC_25_994,C1_4_PC_994,C1_4,0.957749573,0.146164777,1.786535205
36,BEF,C1,4,WB,449,NP,Mid,B1,,NA,NA,NA,12.6,15.4,17,18.3,NA,124.7,186.3,227,263,NA,124.7,186.3,227,263,NA,0.49382716,0.218586608,0.158788927,NA,0.105541597,0.050664601,0.037531006,NA,NA,,,,,,,,,,,,NA,,1,1,C1_4,Mid,0.0777547,469,8/1/2022,Young,Third,NP,1,1,0,1,B1,4,2,,14,5.6,274.444,274.306,NA,NA,2.41,0.17,19.6,113.82,11.38,0.43,430.36,,,8/4/2022,missing,-27.71435606,21.54925603,0.495790947,23.00733477,7.134650989,0.038200369,8.075571275,1.367375924,1.392729798,1.594581109,1.573403818,1.191522635,0.013173574,0.154290078,NA,Partial Run,,BEPA,Mid,C1_4_NP_WB_14_449,C1_4_WB_449,C1_4,0.45324131,0.138236146,1.893274998
37,BEF,C1,4,WB,451,NP,Mid,B1,,NA,NA,NA,11.5,14.1,15.65,17.35,NA,103.9,156.1,192.4,236.4,NA,103.9,156.1,192.4,236.4,NA,0.503289225,0.231942558,0.229052047,NA,0.107288109,0.053531717,0.052913196,NA,NA,,,,,,,,,,,,NA,,1,1,C1_4,Mid,0.080062009,470,8/1/2022,Young,Third,NP,1,1,0,2,B1,NA,2,,8,5.75,293.404,293.33,NA,NA,2.35,0.29,36.68,124.82,12.48,0.41,408.7,"tiny brown spots, tiny holes, insect damage",,8/4/2022,missing,-29.45055257,23.74663842,0.484841863,20.41728411,5.830748857,0.052003154,9.052212401,1.263690476,1.517396866,1.572201118,1.574598522,1.320343707,0.012195645,0.122503702,NA,Partial Run,,BEPA,Mid,C1_4_NP_WB_8_451,C1_4_WB_451,C1_4,0.454000333,0.126149537,1.902470631
38,BEF,C1,4,WB,464,NP,Mid,C1,,NA,NA,NA,12.3,15.2,17.1,18.4,NA,118.8,181.5,229.7,265.9,NA,118.8,181.5,229.7,265.9,NA,0.52713332,0.265625,0.15782634,NA,0.111652984,0.060660172,0.037315474,NA,NA,,,,,,,,,,,,NA,,1,1,C1_4,Mid,0.085908092,471,8/1/2022,Young,Third,NP,1,1,0,3,C1,NA,2,,7,5.09,259.927,259.544,NA,NA,2.17,0.31,37.13,119.61,11.96,0.43,426.33,"tiny brown spots, tiny holes",,8/4/2022,-2.489115914,-27.4357795,25.05223314,0.497800234,19.87072742,7.897123542,0.040049099,8.507554732,1.292360045,2.069721034,1.670028448,1.686400556,1.404740148,0.014211748,0.149758596,NA,,,BEPA,Mid,C1_4_NP_WB_7_464,C1_4_WB_464,C1_4,0.522596409,0.140991602,2.094493198
39,BEF,C1,4,YB,1706,NP,Mid,A3,,NA,NA,NA,NA,10.9,12.55,13.75,NA,0,93.3,123.7,148.5,NA,0,93.3,123.7,148.5,NA,#DIV/0!,0.325667031,0.200377772,NA,NA,0.073021969,0.046717502,NA,NA,,,,,,,,new add; inside 5x5,,,,2015,in,1,1,C1_4,Mid,NA,474,8/1/2022,Young,Third,NP,1,1,0,3,A3,2,2,,7,3.98,331.087,331.036,NA,NA,1.46,0.21,47.3,226.74,22.67,0.37,366.83,"brown spots, tiny holes, minor insect damage",,8/5/2022,missing,-29.69620757,25.45902182,0.47584481,18.70101145,13.02873399,0.067356991,11.12707792,2.36321326,4.755157207,2.197548709,2.328837678,1.539618124,0.021032162,0.386753379,199,Partial Run,,BEAL2,Mid,C1_4_NP_YB_7_1706,C1_4_YB_1706,C1_4,0.845369292,0.102709609,1.122828871
40,BEF,C1,4,YB,2634,NP,Mid,C1,,NA,NA,NA,NA,10.1,11,12,NA,0,80.1,95,113.1,NA,0,80.1,95,113.1,NA,#DIV/0!,0.18615822,0.190082645,NA,NA,0.043603809,0.044465936,NA,NA,,,,,,,,new add; inside 5x5,,on edge of B1,,2015,in,1,1,C1_4,Mid,NA,472,8/1/2022,Young,Third,NP,1,1,0,1,C1,4,2,,7,3.55,223.422,222.46,NA,NA,1.35,0.19,31.92,164.79,16.48,0.38,380.28,"tiny brown spots, tiny holes, skeletonizer damage",,8/5/2022,missing,-28.64557445,27.6609426,0.486683871,17.59462352,6.887414193,0.060622096,11.60965566,1.606038007,2.668082485,2.048618484,2.048736053,1.39154129,0.012751611,0.121718645,207,Partial Run,,BEAL2,Mid,C1_4_NP_YB_7_2634,C1_4_YB_2634,C1_4,0.717223043,0.124324052,1.678557109
41,BEF,C1,4,YB,674,NP,Mid,B1,,NA,NA,NA,NA,NA,10.2,10.55,NA,0,0,81.7,87.4,NA,0,0,81.7,87.4,NA,#DIV/0!,#DIV/0!,0.069804883,NA,NA,,0.017012156,NA,NA,,,,,,,,,new addition,,,2019,out,1,1,C1_4,Mid,NA,473,8/1/2022,Young,Third,NP,1,1,0,2,B1,3,2,,5,4.32,348.219,348.198,NA,NA,1.62,0.32,69.64,214.94,21.49,0.38,375,"brown spots, holes, minor insect damage, large leaves",,8/5/2022,-1.969352975,-29.35867149,26.80764024,0.476083691,17.75925395,11.17918981,0.064336434,12.19184883,1.618781513,3.644568442,1.879867885,1.91895229,1.386397185,0.016814312,0.147181124,121,,,BEAL2,Mid,C1_4_NP_YB_5_674,C1_4_YB_674,C1_4,0.651779355,0.08927851,1.247215048
42,BEF,C2,1,BE,202,NP,Mid,A1,,NA,10.2,NA,10.8,13.4,14.5,16.55,NA,91.6,141,165.1,215.1,NA,91.6,141,165.1,215.1,NA,0.539437586,0.170917799,0.30274673,NA,0.113885425,0.040235335,0.068353551,NA,NA,,,,,,Tagged in 2009,,,,,,NA,,1,1,C2_1,Mid,0.076419235,313,7/28/2022,Young,Third,NP,1,1,0,3,A1,3,2,,4,4.36,269.901,269.823,NA,NA,2,0.5,67.48,134.91,13.49,0.46,458.72,"brown spots, yellow spots, minor herbivory",,7/29/2022,missing,NA,23.2979341,0.4853695,20.8334717,7.195289596,0.047188039,9.254930816,0.854072557,1.309889942,1.622148196,1.74532756,1.455789744,0.015618616,0.031033549,NA,,,FAGR,Mid,C2_1_NP_BE_4_202,C2_1_BE_202,C2_1,0.556942252,0.129369769,1.726924179
43,BEF,C2,1,BE,206,NP,Mid,A1,,NA,10.4,NA,10.7,12.5,13.3,14.3,NA,89.9,122.7,138.9,160.6,NA,89.9,122.7,138.9,160.6,NA,0.364748013,0.132096,0.156029171,NA,0.080844253,0.031503757,0.036912711,NA,NA,,,,,,Tagged in 2009,,,,,,NA,,1,1,C2_1,Mid,0.055887915,312,7/28/2022,Young,Third,NP,1,1,0,2,A1,3,2,,4,4.59,296.717,296.629,NA,NA,2.09,0.52,74.18,141.93,14.19,0.46,455.34,"included damaged leaves, herbivory, bug damage, disease",,7/29/2022,missing,NA,24.13456318,0.485401171,20.11228325,7.474823139,0.046380549,9.851715993,0.966703012,1.159867368,1.684017565,1.634169489,1.512066336,0.015275993,0.03158054,NA,,,FAGR,Mid,C2_1_NP_BE_4_206,C2_1_BE_206,C2_1,0.491134717,0.115139117,1.700455378
44,BEF,C2,1,BE,2585,NP,Mid,B1,,NA,NA,NA,NA,10.4,11.1,11.7,NA,0,84.9,96.8,107.5,NA,0,84.9,96.8,107.5,NA,#DIV/0!,0.13914571,0.111029949,NA,NA,0.033105848,0.026671347,NA,NA,,,,,,,,new add; outside,,,,2015,out,1,1,C2_1,Mid,NA,311,7/28/2022,Young,Third,NP,1,1,0,1,B1,2,2,,10,4.03,222.546,222.006,NA,NA,1.97,0.2,22.25,112.69,11.27,0.49,488.83,"brown spots, tiny bugs",,7/29/2022,missing,NA,19.31452644,0.497888463,25.77792754,4.845869918,0.042008694,7.465554143,0.420176825,0.826028158,1.351469821,1.374962371,1.064548175,0.01186103,0.019645071,NA,,,FAGR,Mid,C2_1_NP_BE_10_2585,C2_1_BE_2585,C2_1,0.318426364,0.122012811,1.71395212
45,BEF,C2,1,PC,1842,NP,Mid,B1,,NA,NA,NA,NA,10.5,10.9,11.2,NA,0,86.6,93.3,98.5,NA,0,86.6,93.3,98.5,NA,#DIV/0!,0.077641723,0.055803384,NA,NA,0.018869588,0.01366806,NA,NA,,,,,,,,new add; outside,,,,2015,out,1,1,C2_1,Mid,NA,314,7/28/2022,Young,Third,NP,1,1,0,1,B1,4,2,,29,4.75,338.858,337.942,NA,NA,1.87,0.06,11.68,180.72,18.07,0.39,393.68,"brown spots, insect damage ",,7/29/2022,missing,NA,27.17649967,0.488024424,17.95758946,11.3282566,0.048199416,11.54043265,2.616347023,0.362624653,3.730583623,3.504024892,1.389500934,0.032927816,0.022956987,NA,,,PRPE2,Mid,C2_1_NP_PC_29_1842,C2_1_PC_1842,C2_1,1.253912277,0.19389248,1.503790376
46,BEF,C2,1,PC,2590,NP,Mid,A1,,NA,NA,NA,NA,10,10.6,11.15,NA,0,78.5,88.2,97.6,NA,0,78.5,88.2,97.6,NA,#DIV/0!,0.1236,0.106465824,NA,NA,0.029563014,0.025615324,NA,NA,,,,,,,,new add; outside,,,,2015,out,1,1,C2_1,Mid,NA,315,7/28/2022,Young,Third,NP,1,1,0,2,A1,2,2,,21,4.14,296.724,295.6,NA,NA,1.61,0.08,14.13,183.6,18.36,0.39,388.89,little brown spots,,7/29/2022,missing,NA,25.29446234,0.494176101,19.53692847,8.03369314,0.045058436,10.28072106,2.308657443,0.229225793,2.796182131,2.624129223,1.20305308,0.021871042,0.02176997,NA,,,PRPE2,Mid,C2_1_NP_PC_21_2590,C2_1_PC_2590,C2_1,0.964749116,0.142926428,1.377694027
47,BEF,C2,1,RM,207,NP,Mid,A1,,NA,11.2,NA,11.5,14.4,15.5,17.65,NA,103.9,162.9,188.7,244.7,NA,103.9,162.9,188.7,244.7,NA,0.567939509,0.15861304,0.296659729,NA,0.11900577,0.037491633,0.067103405,NA,NA,,,,,,Tagged in 2009,Measured above bump; connected to 1222,Measured above bump,,measured on knot,,NA,,1,1,C2_1,Mid,0.077443596,317,7/28/2022,Young,Third,NP,1,1,0,1,A1,2,2,,7,2.13,140.175,139.723,NA,NA,0.91,0.13,20.03,153.54,15.35,0.43,427.23,brown spots and minor insect damage,,7/30/2022,missing,NA,18.638457,0.546415296,29.31655214,5.663543768,0.05337186,6.613773253,1.500663729,1.1782241,1.974482845,1.961817088,1.024234416,0.012419099,0.028320606,NA,,,ACRU,Mid,C2_1_NP_RM_7_207,C2_1_RM_207,C2_1,0.673871129,0.127772378,1.213915397
48,BEF,C2,1,RM,217,NP,Mid,C2,,NA,10.8,NA,12,14,15.8,16.7,NA,113.1,153.9,196.1,219,NA,113.1,153.9,196.1,219,NA,0.361111111,0.273673469,0.117168723,NA,0.08012345,0.062342425,0.028086585,NA,NA,,,,,,Tagged in 2009,,,,,,NA,,1,1,C2_1,Mid,0.071215563,318,7/28/2022,Young,Third,NP,1,1,0,2,C2,2,2,,6,2.65,181.449,181.449,NA,NA,1.11,0.19,30.24,163.47,16.35,0.42,418.87,very buggy and all damaged,,7/30/2022,missing,NA,15.40173099,0.480033763,31.16752027,9.178416076,0.032491265,7.037839181,1.416913999,1.156218052,1.672821017,1.744792182,0.974574915,0.030111632,0.03152211,NA,,,ACRU,Mid,C2_1_NP_RM_6_217,C2_1_RM_217,C2_1,0.556635455,0.106734703,0.942174772
49,BEF,C2,1,WB,1841,NP,Mid,B3,,NA,NA,NA,NA,11.6,12.7,13.4,NA,0,105.7,126.7,141,NA,0,105.7,126.7,141,NA,#DIV/0!,0.198647444,0.113274227,NA,NA,0.046340091,0.027189423,NA,NA,,,,,,,,new add; outside,,,,2015,out,1,1,C2_1,Mid,NA,321,7/28/2022,Young,Third,NP,1,1,0,2,B3,2,3,,7,3.24,166.81,166.162,NA,NA,1.32,0.19,23.83,125.88,12.59,0.41,407.41,"skeletonizer, damage, brown spots, avoided insect damage and brown spots",,7/30/2022,missing,NA,17.01832067,0.500054489,29.38330396,4.656019697,0.033399866,7.703911909,1.447198307,1.257903209,1.882698276,1.894838405,0.895593083,0.012215936,0.135088819,NA,,,BEPA,Mid,C2_1_NP_WB_7_1841,C2_1_WB_1841,C2_1,0.63913356,0.15052736,1.35194794
50,BEF,C2,1,WB,208,NP,Mid,A3,,NA,10.7,NA,10.3,12,13,13.9,NA,83.3,113.1,132.7,151.7,NA,83.3,113.1,132.7,151.7,NA,0.357338109,0.173611111,0.143254438,NA,0.079374144,0.040833,0.034036155,NA,NA,,,,,,Tagged in 2009,,,,,,NA,,1,1,C2_1,Mid,0.059932576,320,7/28/2022,Young,Third,NP,1,1,0,1,A3,2,2,,5,2.75,141.139,140.398,NA,NA,1.07,0.21,28.23,131.21,13.12,0.39,389.09,"larger brown spots, yellow spots, insect damage",,7/30/2022,missing,NA,19.74246298,0.495547114,25.10057201,4.763448067,0.082985295,7.045353381,1.166347712,1.849278183,1.7958722,1.8231173,1.23430111,0.010238486,0.097758551,NA,,,BEPA,Mid,C2_1_NP_WB_5_208,C2_1_WB_208,C2_1,0.600547838,0.138946521,1.504646214
51,BEF,C2,1,WB,216,NP,Mid,B1,,NA,11.5,NA,12.3,14.2,15,15.55,NA,118.8,158.4,176.7,189.9,NA,118.8,158.4,176.7,189.9,NA,0.332804548,0.11585003,0.074677778,NA,0.074463375,0.027783065,0.01816829,NA,NA,,,,,,Tagged in 2009,,,,,,NA,,1,1,C2_1,Mid,0.050878516,322,7/28/2022,Young,Third,NP,1,1,0,3,B1,2,2,,9,3.77,192.873,192.297,NA,NA,1.53,0.17,21.43,125.68,12.57,0.41,405.84,"brown spots, skeletonizer damage, minor insect damage",,7/30/2022,missing,NA,25.49797388,0.504584009,19.78918058,5.057103148,0.055620597,7.449559204,1.308908108,1.526858027,2.426719261,2.568519743,1.456885676,0.012070754,0.177922156,NA,,,BEPA,Mid,C2_1_NP_WB_9_216,C2_1_WB_216,C2_1,0.943329757,0.204369808,2.028801232
52,BEF,C2,1,YB,1846,NP,Mid,B1,,NA,NA,NA,NA,11,12,12.6,NA,0,95,113.1,124.7,NA,0,95,113.1,124.7,NA,#DIV/0!,0.190082645,0.1025,NA,NA,0.044465936,0.024695077,NA,NA,,,,,,,,new add; outside,,,,2015,out,1,1,C2_1,Mid,NA,325,7/28/2022,Young,Third,NP,1,1,0,3,B1,2,2,,5,4,208.496,208.339,NA,NA,1.69,0.34,41.7,123.28,12.33,0.42,422.5,"small brown spots, minor insect damage",,7/30/2022,missing,NA,22.86390629,0.493297399,21.57809547,5.267147385,0.048851347,7.932185079,1.371417328,1.55846674,2.330254998,2.407788957,1.132365326,0.012956751,0.127790567,219,,,BEAL2,Mid,C2_1_NP_YB_5_1846,C2_1_YB_1846,C2_1,0.878708881,0.19531059,1.854632243
53,BEF,C2,1,YB,7604,NP,Mid,A2,,NA,NA,NA,NA,NA,10.5,11.45,NA,0,0,86.6,103,NA,0,0,86.6,103,NA,#DIV/0!,#DIV/0!,0.189138322,NA,NA,,0.04425868,NA,NA,,,,,,,,,new addition,,,2019,out,1,1,C2_1,Mid,NA,324,7/28/2022,Young,Third,NP,1,1,0,2,?,2,2,,6,3.88,209.574,209.574,NA,NA,1.46,0.24,34.93,143.54,14.35,0.38,376.29,"small brown spots, skeletonizer damage, minor insect damage",,7/30/2022,missing,NA,22.73706972,0.493627983,21.71027266,6.452834155,0.049092085,8.518924884,1.908748896,1.655911121,2.241495867,2.250815844,1.141488513,0.016689312,0.159250249,202,,,BEAL2,Mid,C2_1_NP_YB_6_7604,C2_1_YB_7604,C2_1,0.811292748,0.156807569,1.584023249
54,BEF,C2,2,BE,1216,Control,Mid,A2,,NA,NA,NA,10.5,13,15.6,17.9,NA,86.6,132.7,191.1,251.6,NA,86.6,132.7,191.1,251.6,NA,0.532879819,0.44,0.316609139,NA,0.112697281,0.095445115,0.071184343,NA,NA,,,,,,,,,BBD,blistery,,NA,,0,0,C2_2,Mid,0.103996888,327,7/28/2022,Young,Third,Control,0,0,0,2,A2,2,2,,8,4.54,349.248,348.434,NA,NA,2.42,0.3,43.66,143.98,14.4,0.53,533.04,brown spots and skeletonizer damage,,7/30/2022,missing,NA,20.69660356,0.468119166,22.61816366,4.860175059,0.044769687,6.147504099,1.221485574,1.656755702,0.939676681,0.926607401,1.252264061,0.005739931,0.023834724,NA,,,FAGR,Mid,C2_2_Control_BE_8_1216,C2_2_BE_1216,C2_2,-0.076225319,0.064356675,1.437463784
55,BEF,C2,2,BE,1608,Control,Mid,A3,,NA,NA,NA,NA,12.6,14.4,16.5,NA,0,124.7,162.9,213.8,NA,0,124.7,162.9,213.8,NA,#DIV/0!,0.306122449,0.312934028,NA,NA,0.069044968,0.070436048,NA,NA,,,,,,,,new add; inside 5x5,knot,,,2015,in,0,0,C2_2,Mid,NA,326,7/28/2022,Young,Third,Control,0,0,0,1,A3,2,2,,12,5.67,530.86,530.559,NA,NA,2.66,0.22,44.24,199.46,19.95,0.47,469.14,"skeletonizer damage, brown and white spots",,7/30/2022,missing,NA,25.43769004,0.4854,19.08375234,7.107200124,0.049300855,6.648243539,1.103300183,1.553657401,1.008425116,1.030938866,1.542101516,0.00829036,0.036965726,NA,,,FAGR,Mid,C2_2_Control_BE_12_1608,C2_2_BE_1608,C2_2,0.030469907,0.051686497,1.275327887
56,BEF,C2,2,BE,7629,Control,Mid,B3,,NA,NA,NA,NA,NA,11.2,13.1,NA,0,0,98.5,134.8,NA,0,0,98.5,134.8,NA,#DIV/0!,#DIV/0!,0.368064413,NA,NA,,0.081500281,NA,NA,,,,,,,,,new addition,,,2019,out,0,0,C2_2,Mid,NA,328,7/28/2022,Young,Third,Control,0,0,0,3,B3,2,2,,6,3.12,244.656,244.61,NA,NA,1.63,0.27,40.78,150.07,15.01,0.52,522.44,brown spots and small holes,,7/30/2022,missing,NA,23.32860355,0.468204656,20.06998211,6.027095631,0.063088613,6.698439123,0.841300669,1.483811172,1.049509722,0.99408451,1.413869239,0.007809873,0.020058628,NA,,,FAGR,Mid,C2_2_Control_BE_6_7629,C2_2_BE_7629,C2_2,-0.005933056,0.066241388,1.554514796
57,BEF,C2,2,PC,1214,Control,Mid,B1,891,NA,11.2,NA,10.5,11.9,12.2,12.2,NA,86.6,111.2,116.9,0,NA,86.6,111.2,116.9,116.9,NA,0.284444444,0.051055716,0,NA,0.064581295,0.012526584,0,NA,23,,,,,dead,Tagged in 2009,retag is high; this prob accounts for apparent shrinkage,,,"fallen, tag removed",,NA,,0,0,C2_2,Mid,0.03821447,329,7/28/2022,Young,Third,Control,0,0,0,1,B1,2,2,,12,2.07,148.066,147.936,NA,NA,0.9,0.08,12.34,164.37,16.44,0.43,434.78,tiny holes,,7/30/2022,-2.368210023,-27.26804044,24.34966225,0.49743048,20.42863982,6.536589411,0.044597109,11.72584803,2.441426702,0.091550293,1.236151142,1.192043224,1.192378998,0.014556356,0.014016923,NA,,891,PRPE2,Mid,C2_2_Control_PC_12_1214,C2_2_PC_1214,C2_2,0.17566883,0.072521946,1.481393335
58,BEF,C2,2,PC,1609,Control,Mid,A1,,NA,NA,NA,NA,11.4,12.1,13,NA,0,102.1,115,132.7,NA,0,102.1,115,132.7,NA,#DIV/0!,0.126577408,0.15429274,NA,NA,0.030244393,0.036523114,NA,NA,,,,,,,,new add; outside,,,,2015,out,0,0,C2_2,Mid,NA,330,7/28/2022,Young,Third,Control,0,0,0,2,A1,3,2,,32,6.98,471.608,471.357,NA,NA,2.87,0.09,14.74,164.24,16.42,0.41,411.17,tiny brown spots,,7/30/2022,missing,NA,29.14205739,0.493607689,16.93798357,5.989943016,0.047980004,14.70567104,2.148092908,0.092855504,1.650866184,1.687151766,1.408841799,0.012067646,0.013966556,NA,Original fresh weight  was 3.98: is probably 6.98,,PRPE2,Mid,C2_2_Control_PC_32_1609,C2_2_PC_1609,C2_2,0.523041762,0.102724779,1.774358097
